replicate,block_length,uncertainty_layer,full_r_squared,q2_contribution,q3_contribution,q4_contribution,q4_minus_q2,q4_minus_q3,q1_q2_correlation,q1_q3_correlation,q1_q4_correlation
12,4,temporal_only,0.3318410610766803,0.18249016550442013,0.02843793842207709,0.12091295715018308,-0.06157720835423705,0.09247501872810598,0.41456513793372535,0.11622618407158947,0.34564771768165603
12,4,measurement_and_temporal,0.5837519522266916,0.14797001196635282,0.028411408208094607,0.4073705320522442,0.25940052008589143,0.3789591238441496,0.4009409940198161,0.049822656418920114,0.6615672745975153
13,4,temporal_only,0.1768193510006968,0.07434619174154301,0.018181467294883697,0.08429169196427007,0.009945500222727055,0.06611022466938637,0.29545329224376404,0.20638738206291807,0.31582421587441545
13,4,measurement_and_temporal,0.2432036228714497,0.053407434022678134,0.13411405269304547,0.05568213615572611,0.002274702133047979,-0.07843191653731935,0.28326340748948203,0.439499722514912,0.32258061091185386
14,4,temporal_only,0.15969797162911703,0.03012395297449048,0.014027169786441899,0.11554684886818466,0.08542289589369417,0.10151967908174275,0.18292057150882063,-0.06363034067570295,0.36848796775976816
14,4,measurement_and_temporal,0.20649449563441835,0.06328293016233395,0.12044546815185954,0.02276609732022485,-0.04051683284210911,-0.0976793708316347,0.19493366125495443,-0.2946293012384638,0.18694456308683507
15,4,temporal_only,0.21287177752543363,0.08473559389283787,0.12289831046545892,0.005237873167136827,-0.07949772072570105,-0.1176604372983221,0.2220699628725238,-0.2890000045482467,0.0733961114581497
15,4,measurement_and_temporal,0.20575098304148443,0.12766894107349044,0.07779068460911238,0.0002913573588816017,-0.12737758371460883,-0.07749932725023079,0.31226003451565304,-0.21778173280381405,0.0027876291550453436
16,4,temporal_only,0.17495236292222582,0.14486894825414096,0.02552705335179321,0.00455636131629165,-0.14031258693784932,-0.02097069203550156,0.3615539599500813,-0.10221350685804728,-0.09467521746609835
16,4,measurement_and_temporal,0.1572862683446301,0.06334842839117029,0.07926018494512567,0.014677655008334142,-0.048670773382836145,-0.06458252993679153,0.2957664009148595,0.3427038719707635,0.1434645779836028
17,4,temporal_only,0.6501171147920564,0.008750480295075228,0.134503653713784,0.5068629807831971,0.4981125004881219,0.3723593270694131,0.08553203787443016,0.4747873554840334,0.7760455497505886
17,4,measurement_and_temporal,0.16424871607476887,0.0018515765646859121,0.045606138375380835,0.11679100113470213,0.11493942457001621,0.07118486275932129,-0.06087149093509473,0.17931330883303073,0.31906583568355323
18,4,temporal_only,0.0803885230686312,0.029330129542498584,0.0006245856351360102,0.05043380789099661,0.021103678348498023,0.0498092222558606,0.19151698874560324,0.02216043245461829,0.24109747275742832
18,4,measurement_and_temporal,0.1564865403336131,0.0018976557717422609,0.02600877991760007,0.12858010464427075,0.1266824488725285,0.10257132472667067,0.02356566549319576,-0.1315132874442777,0.34444525870378806
19,4,temporal_only,0.22325150538622895,0.04685045512492847,0.06889369554148583,0.10750735471981465,0.06065689959488618,0.03861365917832882,0.23011068433615925,0.30345857853567193,0.3301151304263271
19,4,measurement_and_temporal,0.24228432034374348,0.052210849707912566,0.04232546187955999,0.14774800875627092,0.09553715904835836,0.10542254687671093,0.2616205149275323,0.2608591379888026,0.42819361915922166
20,4,temporal_only,0.27610532183657244,0.06926396980788847,0.03237513610144207,0.17446621592724187,0.1052022461193534,0.1420910798257998,0.3426824143181711,0.27645192576082617,0.4717780352193554
20,4,measurement_and_temporal,0.4971328144679077,0.011849524235798492,0.22775361744355838,0.2575296727885508,0.24568014855275233,0.029776055344992447,0.1650475453771966,0.5434217942500379,0.5637447947453543
21,4,temporal_only,0.18637361868166347,0.11748164361800813,0.05048909330472264,0.018402881758932694,-0.09907876185907544,-0.032086211545789944,0.31284223109272935,-0.15345139902963045,0.15343628528529535
21,4,measurement_and_temporal,0.24356899335290283,0.05533473307156933,0.007816904671417324,0.18041735560991615,0.12508262253834682,0.17260045093849882,0.20306777464930345,0.05299978080881856,-0.3889771906526306
22,4,temporal_only,0.235387011794991,0.23204016595937269,0.001995269304934951,0.00135157653068337,-0.2306885894286893,-0.000643692774251581,0.4827216826617129,0.046816742814213684,0.048396550873266934
22,4,measurement_and_temporal,0.48567787133725415,0.46220033234917296,0.02065649666058326,0.002821042327497895,-0.45937929002167505,-0.017835454333085365,0.685669258146483,0.1707616427134751,0.05718716960899114
23,4,temporal_only,0.3442797108737611,0.10337230225541662,0.21216996281988917,0.028737445798455292,-0.07463485645696133,-0.18343251702143387,0.38726339365811235,0.511787069945603,0.18975084759682906
23,4,measurement_and_temporal,0.26910622749686386,0.12656283590162457,0.13131998847829304,0.01122340311694627,-0.1153394327846783,-0.12009658536134678,0.4140815545012729,0.41088838352813467,-0.11789333859153468
24,4,temporal_only,0.17469252626601028,0.059066077178207145,0.015216196730744572,0.10041025235705857,0.041344175178851424,0.08519405562631399,0.2982195457597033,0.1983425531178986,0.3616339877588216
24,4,measurement_and_temporal,0.032804266542570626,0.017783190368473645,0.013463657208115265,0.0015574189659817161,-0.01622577140249193,-0.011906238242133549,0.1132397388045904,-0.0779381801617278,0.02828597467673679
25,4,temporal_only,0.1710506918466569,0.07789568746665591,0.03012741295219488,0.0630275914278061,-0.01486809603884981,0.03290017847561122,0.29708652874105546,0.22057556895877733,0.253476202125822
25,4,measurement_and_temporal,0.28373416037737464,0.1508319866434047,0.05492273325493119,0.07797944047903876,-0.07285254616436593,0.023056707224107575,0.4235444382519284,0.28603661757717186,0.28628710448622735
26,4,temporal_only,0.26368879138508805,0.075547744198267,0.04377933049395879,0.14436171669286227,0.06881397249459527,0.10058238619890347,0.3034744284118634,0.3036108327324732,0.42517454587984926
26,4,measurement_and_temporal,0.23619631166531763,0.10491117060831734,0.06463761942339485,0.06664752163360543,-0.038263648974711906,0.002009902210210579,0.36311677780039037,0.3430071301971668,0.32365835925107445
27,4,temporal_only,0.4935963820712638,0.12259714867269265,0.1460561212094991,0.224943112189072,0.10234596351637935,0.07888699097957291,0.42559300246157555,0.5294849843870263,0.534300877189887
27,4,measurement_and_temporal,0.4517289079621002,0.3509022041261248,0.06508303825951699,0.03574366557645845,-0.3151585385496663,-0.029339372683058536,0.6580992273177142,0.37122340662276926,0.24680629121714667
28,4,temporal_only,0.3121505486323837,0.27498811831579634,0.008478447647052856,0.02868398266953448,-0.24630413564626186,0.020205535022481624,0.5239735594200886,0.12427922095191206,0.16339936865294316
28,4,measurement_and_temporal,0.43596083739967084,0.2077344811303,0.041313147516484516,0.18691320875288633,-0.020821272377413658,0.14560006123640182,0.5183611066015693,0.3106288742136417,0.4946297826375231
29,4,temporal_only,0.5617000495240055,0.04769384574043698,0.15939020743730262,0.354615996346266,0.306922150605829,0.1952257889089634,0.35291618598970353,0.5073425880899705,0.6725439207689785
29,4,measurement_and_temporal,0.5675117939725532,0.08741401755587368,0.09983525278034132,0.3802625236363382,0.29284850608046453,0.2804272708559969,0.4490678027968007,0.4572509293244736,0.7338370511145362
30,4,temporal_only,0.19136341461237483,0.06558763263378574,0.00664693551349214,0.11912884646509696,0.05354121383131122,0.11248191095160481,0.2929805086404944,0.13268010916958836,0.3733347568934441
30,4,measurement_and_temporal,0.17455138610726795,0.05706556901721229,0.04857701883039819,0.06890879825965747,0.011843229242445179,0.020331779429259282,0.29638918674598425,0.3103285617199915,0.30467254382658854
31,4,temporal_only,0.30550946394946044,0.08842888247621979,0.02380086312432041,0.19327971834892024,0.10485083587270046,0.16947885522459982,0.3379706118180142,0.20879814203713792,0.46786099728361075
31,4,measurement_and_temporal,0.3258824444545193,0.0771295823377176,0.04935545638052863,0.19939740573627307,0.12226782339855546,0.15004194935574444,0.2838083164689265,0.2680460707635915,0.46468099924011363
32,4,temporal_only,0.25906255237512155,0.02840052109058792,0.12571913216396588,0.10494289912056774,0.07654237802997982,-0.020776233043398137,0.1774117409571359,0.4315008088836371,0.38551996335575905
32,4,measurement_and_temporal,0.121724010450032,0.013285255984917069,0.0999060279545365,0.00853272651057844,-0.004752529474338629,-0.09137330144395805,0.11143704337655011,0.3180843155694137,0.10899427279092543
33,4,temporal_only,0.4762237644705575,0.06771741569714267,0.1456609878496268,0.262845360923788,0.19512794522664534,0.11718437307416121,0.4080465900851027,0.5382491964599986,0.6279513512607878
33,4,measurement_and_temporal,0.3754914524065861,0.037250744371524536,0.1301974724453978,0.20804323558966376,0.17079249121813922,0.07784576314426594,0.3255058943631414,0.4986875623199996,0.5747246790479995
34,4,temporal_only,0.26018864540067044,0.06683113756379644,0.02335691359824521,0.1700005942386288,0.10316945667483235,0.14664368064038358,0.3220040512929096,0.22124243666858942,0.4547922490052199
34,4,measurement_and_temporal,0.35459448529335524,0.017890125560119968,0.06997805795276128,0.266726301780474,0.24883617622035406,0.19674824382771272,0.16867355921677632,0.33897736141048546,0.5511392081456259
35,4,temporal_only,0.4008718920743417,0.1310074005333525,0.14218480610266235,0.12767968543832683,-0.003327715095025663,-0.014505120664335514,0.4599835240264423,0.5192287933643789,0.47138699855593263
35,4,measurement_and_temporal,0.5015383081088155,0.15850102500472688,0.033294569046829904,0.30974271405725873,0.15124168905253185,0.2764481450104288,0.3819942619884132,0.26744872407036563,0.5514106611878534
36,4,temporal_only,0.22642764788035497,0.05046569188202301,0.04647704651513176,0.1294849094832002,0.0790192176011772,0.08300786296806845,0.26387149085233824,0.270427339484893,0.3973406481727948
36,4,measurement_and_temporal,0.18468792761559316,0.10310032953095238,0.025318147854489714,0.056269450230151064,-0.04683087930080132,0.03095130237566135,0.3660909426095001,0.22082259294727571,0.28884094919811826
37,4,temporal_only,0.30693533273977414,0.23104203392178535,0.011217888652700755,0.06467541016528801,-0.16636662375649736,0.05345752151258725,0.465786212644147,0.12321692996568052,0.222892996327882
37,4,measurement_and_temporal,0.43260488228441263,0.39406677493487435,0.03145782767743618,0.0070802796721020815,-0.3869864952627723,-0.024377548005334097,0.6420142090812152,0.2115757852193517,0.11765862283965732
38,4,temporal_only,0.08272026708130975,0.011140896509446977,0.06751373138567478,0.004065639186188001,-0.007075257323258976,-0.06344809219948677,0.14041028358048138,0.27821500732064736,0.09216537147815851
38,4,measurement_and_temporal,0.17818708926104443,0.07230346773811484,0.009014954329342776,0.09686866719358682,0.024565199455471975,0.08785371286424404,0.2951954071818745,0.0986326566571344,-0.31748237869295726
39,4,temporal_only,0.5925382935732628,0.029939363144176834,0.08533839733665072,0.4772605330924353,0.4473211699482585,0.3919221357557846,0.21180710809470993,0.41521602583102246,0.7352000746808439
39,4,measurement_and_temporal,0.263414958405903,0.03233391706176031,0.009449411685012954,0.22163162965912975,0.18929771259736944,0.2121822179741168,-0.22440066321299207,0.13525866962376207,0.49931376130125316
40,4,temporal_only,0.4458414950192485,0.10707001160621454,0.15370819635119332,0.18506328706184064,0.0779932754556261,0.03135509071064732,0.42093118263320173,0.5391823894751422,0.5306834562188065
40,4,measurement_and_temporal,0.3496934444024754,0.1322119362873652,0.08378519411029721,0.133696314004813,0.0014843777174478046,0.049911119894515785,0.4585633155547409,0.3983205230558266,0.4569624126198272
41,4,temporal_only,0.4694258383488008,0.04740680549688553,0.22778704105972566,0.19423199179218964,0.1468251862953041,-0.033555049267536025,0.27480399598038935,0.5650427127821414,0.5091524882522332
41,4,measurement_and_temporal,0.3044652966121064,0.07270814563979383,0.06709107461407093,0.16466607635824165,0.09195793071844782,0.09757500174417072,0.347074002088146,0.367194866588952,0.4925350014631188
42,4,temporal_only,0.21971064370143378,0.1297267138630724,0.03124277955033879,0.05874115028802259,-0.07098556357504981,0.0274983707376838,0.35894669797447787,-0.06410034796494142,0.2991178600349818
42,4,measurement_and_temporal,0.2752376281742177,0.18995545054957438,0.00766446069573042,0.07761771692891291,-0.11233773362066148,0.06995325623318249,0.480192445898036,0.04513954786862342,0.3524673896247527
43,4,temporal_only,0.3845748382811186,0.136619610657428,0.019016754732092245,0.22893847289159838,0.09231886223417038,0.20992171815950614,0.4484621414278468,0.223218430953286,0.5378552141159337
43,4,measurement_and_temporal,0.1545793879699099,0.07691414594228248,0.01152246140855103,0.06614278061907637,-0.010771365323206106,0.05462031921052534,0.29144365173446835,0.14590884909922266,0.2726747597980293
44,4,temporal_only,0.27250662958714944,0.10635729756778937,0.0401893853766808,0.12595994664267926,0.019602649074889886,0.08577056126599847,0.37445422805238104,0.2698741117850383,0.3932506972118772
44,4,measurement_and_temporal,0.1588768591701667,0.002446947525281573,0.06573473450236111,0.09069517714252401,0.08824822961724244,0.024960442640162894,0.06044346219876424,0.24568465633504635,0.29168049880548047
45,4,temporal_only,0.2857888960035264,0.049233374165571796,0.051590925987430834,0.1849645958505238,0.135731221684952,0.13337366986309296,0.2751353102980818,0.3280008429467988,0.4813985677478715
45,4,measurement_and_temporal,0.1877489399597556,0.023276528734628894,0.0049559305278106995,0.15951648069731603,0.13623995196268712,0.15456055016950532,0.14718822311566954,0.0809426301989647,0.39857145164191926
46,4,temporal_only,0.5619701847986156,0.21852318559287573,0.19755084090508365,0.14589615830065625,-0.07262702729221948,-0.051654682604427404,0.4877128760037687,0.5798351287700364,0.4952644067287234
46,4,measurement_and_temporal,0.578144168880777,0.187876348540672,0.16590818605528487,0.22435963428482017,0.036483285744148164,0.0584514482295353,0.5717054370640529,0.5759987130962346,0.6065260402616426
47,4,temporal_only,0.47766492000300353,0.0891308765676246,0.1617189952553119,0.22681504818006706,0.13768417161244245,0.06509605292475518,0.360398265970384,0.5161166893282689,0.5500016244358243
47,4,measurement_and_temporal,0.4691000213233685,0.08709822381862416,0.19080826421474037,0.19119353329000396,0.10409530947137981,0.00038526907526359455,0.2689333951295598,0.4867825559124424,0.4689172222231874
48,4,temporal_only,0.4184829293364841,0.028511412151206433,0.1894160781171587,0.200555439068119,0.1720440269169126,0.011139360950960325,0.2583387415152123,0.4950604329777951,0.4956088046949911
48,4,measurement_and_temporal,0.38563851210028466,0.14346918588225924,0.015017768544008972,0.22715155767401643,0.08368237179175719,0.21213378913000747,0.4726122457020953,0.1705155596711278,0.5428378514704566
49,4,temporal_only,0.23188712357933972,0.1424396094416823,0.014095775424546078,0.07535173871311134,-0.06708787072857096,0.06125596328856526,0.3910445834201953,0.18599168723437975,0.2930206849495924
49,4,measurement_and_temporal,0.3657836221702877,0.17640119234959328,0.006277871628192877,0.18310455819250157,0.006703365842908288,0.1768266865643087,0.5002468850871582,0.11964167071798854,0.5071805976496178
50,4,temporal_only,0.34118147314603553,0.043904970752042416,0.06643157712936454,0.2308449252646286,0.1869399545125862,0.16441334813526406,0.3048348631465348,0.2760749101797231,0.5168436889524468
50,4,measurement_and_temporal,0.5268476414221199,0.05054440373608728,0.3393307393974783,0.13697249828855432,0.08642809455246703,-0.202358241108924,0.34988643456366325,0.6605352364019842,0.48488845999798896
51,4,temporal_only,0.5066918503977806,0.06606198623708247,0.0028880074764041455,0.43774185668429405,0.37167987044721157,0.4348538492078899,0.31264484298796846,0.0814687707852591,0.6852226069515365
51,4,measurement_and_temporal,0.5991822699659413,0.015948537602897533,0.05960807980683467,0.523625652556209,0.5076771149533115,0.4640175727493743,0.16751241907651301,0.3455655958798165,0.7635733358676763
52,4,temporal_only,0.5611042219947144,0.2754735094831675,0.19351117373905188,0.09211953877249503,-0.1833539707106725,-0.10139163496655686,0.5242012836718335,0.5347352271383605,0.31928388621082815
52,4,measurement_and_temporal,0.3854929143699861,0.2074665525964333,0.13509150591375343,0.04293485585979941,-0.16453169673663387,-0.09215665005395401,0.4505878588466365,0.3983739033857761,0.1490514358416878
53,4,temporal_only,0.3445659058268996,0.1387826749749828,0.1166126087988707,0.0891706220530461,-0.04961205292193671,-0.027441986745824598,0.4433349644664168,0.41969979007224645,0.3550117361874997
53,4,measurement_and_temporal,0.5139265513592042,0.11875783916205862,0.18840167480405767,0.20676703739308788,0.08800919823102926,0.01836536258903021,0.4407336298892351,0.5160724586872649,0.5460850882935939
54,4,temporal_only,0.48474008311430683,0.08740999157873815,0.10897369633599642,0.2883563951995723,0.20094640362083416,0.17938269886357588,0.3923381763368884,0.49203396695684415,0.6245353916154545
54,4,measurement_and_temporal,0.3027903172910351,0.12596616523164808,0.12188846534588603,0.054935686713501,-0.07103047851814709,-0.06695277863238502,0.41601134135467954,0.4308806388417837,0.2654249819839439
55,4,temporal_only,0.1909952864125446,0.0625916209064764,0.024960755557807784,0.10344290994826043,0.040851289041784034,0.07848215439045264,0.26048884428395935,0.23210894331354,0.3558442314543059
55,4,measurement_and_temporal,0.1559378739284345,0.02385704594144013,0.09939562168138245,0.03268520630561191,0.008828160364171781,-0.06671041537577055,0.1039123298382788,-0.274961129006544,0.12392859074765238
56,4,temporal_only,0.4867719342170074,0.017829436775758174,0.10504623788368718,0.36389625955756205,0.3460668227818039,0.2588500216738749,0.17437982884560982,0.4271090115340608,0.6647702308081224
56,4,measurement_and_temporal,0.30998189464874426,0.03840836094009523,0.13776420560845867,0.13380932810019033,0.09540096716009511,-0.00395487750826834,0.22918445098305784,0.4618845448631923,0.42868546756953746
57,4,temporal_only,0.32833080967129913,0.1964807686879292,0.1310912286987714,0.0007588122845984905,-0.19572195640333073,-0.13033241641417292,0.47818419855705074,0.40371207571010165,-0.0024693372565547625
57,4,measurement_and_temporal,0.48617688388605806,0.3659329718396859,0.09098218285990521,0.02926172918646695,-0.33667124265321896,-0.06172045367343826,0.6006877163375086,0.32731488396249236,0.18553966282436424
58,4,temporal_only,0.3279287939516703,0.027623333875020695,0.17230337473643909,0.12800208534021051,0.10037875146518982,-0.04430128939622857,0.21980527193138646,0.44100111372248735,0.38087377822888585
58,4,measurement_and_temporal,0.4881965937357907,0.02556574449683772,0.2109441898881553,0.25168665935079765,0.22612091485395994,0.040742469462642344,-0.10084861560653523,0.4935675116603637,0.5545726985728155
59,4,temporal_only,0.2578750644544564,0.20828124076200263,0.017270331560673164,0.032323492131780616,-0.175957748630222,0.015053160571107452,0.4483595947109504,-0.08525737917017748,0.19157319827196415
59,4,measurement_and_temporal,0.4638206297559697,0.2671060823797949,0.10696490458390855,0.08974964279226631,-0.17735643958752856,-0.017215261791642233,0.43264378251783264,-0.2501613169446623,0.2808628812804099
60,4,temporal_only,0.3611298366908755,0.10950939234646793,0.10417057101983616,0.1474498733245714,0.03794048097810347,0.04327930230473524,0.3984141164747465,0.45661309839739295,0.48048432267243507
60,4,measurement_and_temporal,0.47463900453990926,0.1455244919129582,0.12486584845499787,0.2042486641719532,0.05872417225899501,0.07938281571695532,0.45886616657092577,0.5149090647895613,0.5342606962139753
61,4,temporal_only,0.5677471555820088,0.10510692008445627,0.2736926870442067,0.1889475484533459,0.08384062836888964,-0.08474513859086077,0.3637327093462063,0.6380444593420562,0.526282340446382
61,4,measurement_and_temporal,0.7300605960200339,0.10386066379495278,0.15604898070030424,0.47015095152477687,0.3662902877298241,0.31410197082447266,0.47435481713317923,0.5425464122536424,0.8027767919870935
62,4,temporal_only,0.3774065600209038,0.21952833621859127,0.07418879634870319,0.08368942745360931,-0.13583890876498195,0.009500631104906121,0.49904014507230243,0.37158573373534404,0.33600722727265403
62,4,measurement_and_temporal,0.34992735873419945,0.28844973920742945,0.014684991488362553,0.04679262803840745,-0.241657111169022,0.032107636550044893,0.5626710618579603,0.18202441480165718,0.2709663955149178
63,4,temporal_only,0.1615356947615889,0.14868384258701836,0.005991224986242956,0.006860627188327602,-0.14182321539869075,0.0008694022020846459,0.38197311429691977,-0.009011162517104135,0.09620430178724008
63,4,measurement_and_temporal,0.2037552481616064,0.17324995898186693,0.013886716945892793,0.01661857223384668,-0.15663138674802024,0.0027318552879538865,0.44570673836478814,0.183937831576447,0.18623623349526355
64,4,temporal_only,0.5580151145000717,0.028111247752902486,0.19977832203910192,0.33012554470806726,0.3020142969551648,0.13034722266896534,0.25857505791346336,0.572632463579489,0.665222131310236
64,4,measurement_and_temporal,0.3168786327985411,0.020788095178701043,0.28274272415403295,0.013347813465807138,-0.007440281712893905,-0.2693949106882258,0.18486364624384413,0.5611313779559646,0.1392718999594149
65,4,temporal_only,0.5515617092550269,0.0524903401320583,0.036071509020502567,0.4629998601024661,0.4105095199704078,0.42692835108196353,0.3626991976933818,0.31464525725779013,0.7423942852005448
65,4,measurement_and_temporal,0.4281151430808948,0.3188259030945999,0.07035556697360684,0.038933673012688075,-0.27989223008191183,-0.03142189396091877,0.6360813618883318,0.38692711073802577,0.2581704605599907
66,4,temporal_only,0.4455219165329941,0.12419258609166517,0.19317101393831793,0.12815831650301102,0.003965730411345847,-0.06501269743530691,0.4461483089612769,0.5495751884098974,0.4874077024953787
66,4,measurement_and_temporal,0.556987176197602,0.16272458409369428,0.13184975617226669,0.262412835931641,0.09968825183794672,0.1305630797593743,0.5169703371878964,0.4782564255648749,0.6234396354582438
67,4,temporal_only,0.531680323858933,0.0828356692059718,0.2744665286151396,0.17437812603782166,0.09154245683184986,-0.10008840257731794,0.4230987935750993,0.6634688923970727,0.5433171536298586
67,4,measurement_and_temporal,0.6320091472906482,0.022604473381732142,0.42764780605007235,0.1817568678588437,0.15915239447711158,-0.24589093819122865,0.17912365058793914,0.7007064634378594,0.46652267782670936
68,4,temporal_only,0.34738982075197644,0.06514889565869537,0.08508164032184147,0.1971592847714396,0.1320103891127442,0.11207764444959813,0.3589674246331385,0.40161660416906786,0.5219939868180326
68,4,measurement_and_temporal,0.4830012492810435,0.23700777599930237,0.08222908945879777,0.16376438382294337,-0.073243392176359,0.0815352943641456,0.6672942291510557,0.4430206532149641,0.5841160001676056
69,4,temporal_only,0.24440332128475983,0.03019117795071548,0.06716501567299728,0.14704712766104708,0.1168559497103316,0.0798821119880498,0.21260435500962607,0.32234220857598916,0.41734877596888775
69,4,measurement_and_temporal,0.5209114806395394,0.13119720302019425,0.17464153917662842,0.2150727384427167,0.08387553542252246,0.04043119926608829,0.4231439390286514,0.5605141351326438,0.5538364938059268
70,4,temporal_only,0.41916901087866687,0.016958845405037042,0.10580158454378817,0.2964085809298416,0.27944973552480457,0.19060699638605344,0.19038884987081506,0.36854167277878425,0.5712304708921636
70,4,measurement_and_temporal,0.3493434616298662,0.0024708009672843034,0.1370058309785125,0.20986682968406942,0.2073960287167851,0.07286099870555693,-0.04396096456451582,0.3938921414803366,0.481466300238713
71,4,temporal_only,0.26717116647298755,0.015389015616363577,0.01478463085275189,0.2369975200038721,0.2216085043875085,0.2222128891511202,0.17959303321641182,0.16275447793539224,0.5014417040552659
71,4,measurement_and_temporal,0.17516743242063615,0.006717586582055883,0.07226678097725613,0.09618306486132415,0.08946547827926826,0.023916283884068024,0.028960891511552615,0.2631642692584704,0.31637776687092306
72,4,temporal_only,0.19833459042724588,0.16654858999863167,0.03004218008385952,0.0017438203447546947,-0.16480476965387697,-0.028298359739104828,0.37997957582383823,-0.08651200339045044,-0.00015798059671687364
72,4,measurement_and_temporal,0.20751022573453426,0.16140613321602928,0.04282069898076311,0.0032833935377418557,-0.15812273967828744,-0.03953730544302125,0.41507352271169484,0.21824911938282954,-0.02471809345787005
73,4,temporal_only,0.09158377624620406,0.02179972920834966,0.013501483568241157,0.056282563469613245,0.034482834261263584,0.04278107990137209,-0.1035791204397328,0.08256346428556781,0.21654678350025985
73,4,measurement_and_temporal,0.05159165596743365,0.008833253601566171,0.042248102147794675,0.0005103002180728011,-0.00832295338349337,-0.041737801929721874,-0.026152615087737415,0.1857571451425702,0.03144114967575899
74,4,temporal_only,0.2579660395775717,0.042795583652682136,0.10064332539620462,0.11452713052868495,0.0717315468760028,0.013883805132480331,0.28147872398922147,0.3921586258750506,0.3854840226947711
